,v001,v002,response,v5,v9,v12,v29,v32,v33,v34,v36,v37,v105,v106,v109,v112,v113,v116,v117,v119,v120,v122,v123,v173,v174,v176,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v171.1,v172.1
353,21,24,0,,,,3.0,,,,,3.0,2.0,1.0,4.0,2.0,1.0,1.0,,,1.0,,3.0,1995-08-13 07:00:00,8012.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,2",U
354,9,25,0,,,,3.0,1.0,,2.0,,,,,,,,,,3.0,,,,1995-08-13 07:00:00,8012.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,14",U
355,10,26,0,,,,8.0,2.0,,6.0,,,,,,,,,,,,,,1995-08-13 07:00:00,8012.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
356,11,23,1,1.0,1.0,,14.0,,1.0,12.0,,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,,1.0,,1.0,1999-12-22 19:00:00,6419.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,32",U
357,11,30,0,1.0,1.0,,16.0,,1.0,14.0,,1.0,11.0,25.0,26.0,3.0,2.0,3.0,,2.0,4.0,,1.0,1995-08-13 07:00:00,8012.0,328.0,Verified,223 Low,223.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
358,11,29,0,1.0,,1.0,15.0,1.0,,10.0,1.0,3.0,1.0,,,1.0,,,1.0,,1.0,,4.0,1995-08-13 07:00:00,8012.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
359,12,28,1,,,,1.0,,,,,1.0,,,,,,,,,3.0,5.0,5.0,1995-08-13 07:00:00,8012.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
360,20,41,0,1.0,1.0,,1.0,,1.0,,,,,,,,,,,1.0,1.0,,4.0,2001-06-05 13:00:00,5888.0,0.0,ValidDomain,500 Moderate,500.0,4.0,29.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
361,20,27,1,2.0,,,9.0,,,9.0,,,6.0,10.0,13.0,1.0,1.0,2.0,,,3.0,3.0,3.0,1999-09-13 07:00:00,6521.0,28.0,Verified,492 Moderate,492.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
362,22,23,1,,,,5.0,3.0,,2.0,,,12.0,2.0,17.0,2.0,1.0,2.0,2.0,,,,3.0,1995-08-13 07:00:00,8013.0,2263.0,Verified,089 Very Low,89.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
363,23,20,1,1.0,,1.0,1.0,,,,1.0,,,,,,,,,,,,,1998-04-28 20:00:00,7023.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
364,7,31,1,2.0,2.0,,3.0,,2.0,,,1.0,,3.0,,,1.0,,,,5.0,5.0,,1999-09-13 07:00:00,6521.0,28.0,Verified,492 Moderate,492.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
365,8,22,1,1.0,,1.0,2.0,,,,2.0,,,,,,,,1.0,,,4.0,,2010-08-21 07:00:00,2526.0,26.0,Verified,492 Moderate,492.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
366,8,20,0,,,,3.0,,,2.0,,1.0,,,,,,,,,,,,1995-08-13 07:00:00,8013.0,187.0,Verified,247 Low,247.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
367,10,27,0,2.0,2.0,,5.0,,2.0,,1.0,2.0,,,,,,,1.0,,4.0,2.0,3.0,1995-08-13 07:00:00,8013.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,34",U
368,10,33,0,2.0,1.0,,9.0,,3.0,,,5.0,,2.0,4.0,,1.0,1.0,,,3.0,,3.0,1996-06-22 08:00:00,7698.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
369,11,20,0,1.0,,,1.0,,,,,,,,,,,,,,,1.0,,1999-10-07 20:00:00,6496.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
370,11,25,1,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,,6.0,3.0,,1999-10-07 20:00:00,6496.0,44.0,Verified,488 Moderate,488.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
371,14,24,0,,,,4.0,,,2.0,,2.0,2.0,,,1.0,,,,,,,3.0,1995-08-13 07:00:00,8013.0,789.0,Verified,145 Low,145.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
372,14,24,0,,,,2.0,2.0,,,,,,,,,,,,4.0,,,,1998-04-28 20:00:00,7023.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
373,15,66,0,1.0,1.0,,1.0,,1.0,,,,,,,,,,2.0,,1.0,3.0,,1998-04-28 20:00:00,7023.0,7.0,Verified,498 Moderate,498.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,college,"0,41",U
374,15,28,1,1.0,,1.0,1.0,,,,1.0,,,5.0,8.0,,1.0,1.0,1.0,,,3.0,,1998-04-28 20:00:00,7023.0,2.0,Verified,499 Moderate,499.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
375,15,20,0,,,,1.0,,,,,1.0,,4.0,2.0,,3.0,1.0,3.0,,2.0,,,1998-04-28 20:00:00,7023.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
376,16,34,0,2.0,1.0,,26.0,4.0,4.0,10.0,,8.0,,,,,,,,3.0,2.0,,5.0,1999-10-07 20:00:00,6496.0,260.0,Verified,285 Low,285.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
377,13,26,0,,,,28.0,1.0,,26.0,,1.0,,,,,,,1.0,1.0,,,4.0,2003-01-17 19:00:00,5299.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
378,14,27,0,2.0,,1.0,2.0,,,,1.0,,2.0,,,1.0,,,,,,1.0,,1995-08-13 07:00:00,8017.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
379,15,26,0,,,,1.0,,,1.0,,,,,,,,,2.0,2.0,,1.0,3.0,1998-04-28 20:00:00,7024.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
380,16,26,0,1.0,,,3.0,2.0,,1.0,,,,,,,,,,5.0,,,,1995-08-13 07:00:00,8014.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
381,20,21,0,1.0,,,5.0,,,,,5.0,,,,,,,1.0,1.0,,,9.0,1998-04-28 20:00:00,7024.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
382,21,56,1,,,,,,,,,,,,,,,,,,,,,1998-04-28 20:00:00,7024.0,6.0,Verified,498 Moderate,498.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
383,15,30,1,1.0,,1.0,14.0,,3.0,5.0,1.0,5.0,,,,,,,3.0,1.0,12.0,16.0,7.0,1998-04-28 20:00:00,7025.0,1988.0,Verified,092 Very Low,92.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
384,17,27,0,,,,5.0,,2.0,,,3.0,,,,,,,,,3.0,1.0,2.0,1996-06-22 08:00:00,7700.0,62.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
385,19,30,1,,,,,,,,,,32.0,19.0,21.0,4.0,8.0,4.0,1.0,2.0,,2.0,,1998-04-28 20:00:00,7026.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
386,19,29,1,1.0,,1.0,1.0,,,,1.0,,,,,,,,2.0,,,4.0,,1998-04-28 20:00:00,7025.0,27.0,Verified,492 Moderate,492.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
387,19,35,0,,,,,,,,,,,,,,,,,,,3.0,,1998-04-28 20:00:00,7026.0,7.0,Verified,498 Moderate,498.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
388,19,24,0,2.0,,2.0,3.0,,,,3.0,,1.0,5.0,21.0,1.0,1.0,1.0,,1.0,1.0,5.0,,1998-04-28 20:00:00,7025.0,8.0,Verified,497 Moderate,497.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,14",U
389,8,22,0,,,,1.0,1.0,,,,,,,,,,,1.0,4.0,1.0,6.0,,1999-12-22 19:00:00,6423.0,257.0,Verified,285 Low,285.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
390,11,32,0,,,,22.0,5.0,2.0,11.0,,4.0,4.0,,,1.0,,,,,2.0,,,1998-04-28 20:00:00,7026.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
391,11,34,0,,,,5.0,3.0,,,,2.0,,,,,,,,7.0,1.0,,2.0,1995-08-13 07:00:00,8018.0,2564.0,Verified,085 Very Low,85.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",Y
392,12,49,0,1.0,1.0,,8.0,2.0,2.0,,,4.0,,,,,,,,1.0,3.0,,3.0,1995-08-13 07:00:00,8016.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
393,13,36,0,,,,1.0,1.0,,,,,,,4.0,,,3.0,,,,,,1998-04-28 20:00:00,7026.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
394,15,28,0,,,,3.0,1.0,,,,2.0,,2.0,2.0,,1.0,1.0,,1.0,,,5.0,1995-08-13 07:00:00,8016.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
395,22,33,0,2.0,1.0,1.0,40.0,5.0,4.0,25.0,2.0,4.0,2.0,,1.0,1.0,,1.0,,,1.0,,,1999-10-07 20:00:00,6500.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
396,12,34,1,1.0,1.0,,1.0,,1.0,,,,,5.0,23.0,,3.0,2.0,,,4.0,6.0,,1998-04-28 20:00:00,7030.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,,U
397,15,24,0,,,,2.0,,,2.0,,,,,,,,,,1.0,,,,1995-08-13 07:00:00,8017.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
398,17,27,0,,,,36.0,5.0,2.0,26.0,,3.0,,,,,,,,,,,,1995-08-13 07:00:00,8017.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
399,18,33,0,,,,31.0,2.0,4.0,17.0,2.0,4.0,,,,,,,,1.0,9.0,3.0,3.0,1999-10-07 20:00:00,6500.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
400,20,57,0,,,,4.0,1.0,,3.0,,,,,,,,,,1.0,,,,1995-08-13 07:00:00,8017.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
401,22,26,1,1.0,,,1.0,,,,,,,,,,,,1.0,,1.0,3.0,,1999-12-22 19:00:00,6425.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,14",U
402,10,51,0,3.0,,1.0,26.0,7.0,2.0,13.0,2.0,2.0,,,,,,,,11.0,2.0,2.0,2.0,1998-04-28 20:00:00,7028.0,1837.0,Verified,094 Very Low,94.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",Y
403,10,26,0,2.0,1.0,,3.0,,1.0,1.0,,,,,,,,,2.0,,2.0,,,1998-04-28 20:00:00,7028.0,24.0,Verified,493 Moderate,493.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
404,12,44,1,,,,,,,,,,,,,,,,3.0,,,,,1998-04-28 20:00:00,7028.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,14",U
405,13,24,0,,,,12.0,5.0,,7.0,,,,,,,,,,7.0,,,,1998-04-28 20:00:00,7028.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
406,13,38,0,,,,54.0,6.0,,45.0,,3.0,,,,,,,,2.0,1.0,,2.0,1998-04-28 20:00:00,7028.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
407,19,39,0,,,,10.0,1.0,,9.0,,,1.0,1.0,1.0,1.0,1.0,1.0,,1.0,,,,1998-04-28 20:00:00,7028.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
408,20,41,0,1.0,1.0,,1.0,,1.0,,,,,,,,,,1.0,,1.0,,,1999-12-22 19:00:00,6425.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
409,0,33,1,2.0,1.0,,5.0,1.0,2.0,,,2.0,,,,,,,,13.0,5.0,6.0,13.0,,,246.0,Verified,287 Low,287.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,cellular,"0,1",U
410,11,58,0,1.0,,,13.0,1.0,,12.0,,,,,,,,,1.0,1.0,,,,1999-05-25 08:00:00,6637.0,407.0,Verified,209 Low,209.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
411,11,25,0,2.0,,2.0,7.0,,3.0,,2.0,2.0,,,,,,,2.0,,3.0,,,2003-01-17 19:00:00,5304.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
412,16,47,0,,,,22.0,3.0,,17.0,,2.0,,,,,,,,,1.0,,2.0,1995-08-13 07:00:00,8020.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
413,18,35,0,1.0,1.0,,74.0,7.0,4.0,58.0,1.0,4.0,1.0,1.0,,1.0,1.0,,,1.0,9.0,2.0,3.0,1998-04-28 20:00:00,7029.0,2287.0,Verified,088 Very Low,88.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
414,19,41,0,2.0,2.0,,22.0,1.0,2.0,16.0,,3.0,,,,,,,,,3.0,,1.0,1999-10-07 20:00:00,6502.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
415,19,26,0,,,,30.0,1.0,1.0,28.0,,,,1.0,2.0,,1.0,1.0,,,2.0,,,1995-08-13 07:00:00,8019.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,residential,"0,1",U
416,11,40,0,,,,5.0,,1.0,2.0,,2.0,,,,,,,,,2.0,,1.0,1999-12-22 19:00:00,6427.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
417,13,22,0,3.0,,1.0,11.0,5.0,1.0,3.0,1.0,1.0,,3.0,7.0,,2.0,3.0,,6.0,1.0,2.0,1.0,1995-08-13 07:00:00,8020.0,0.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
418,13,74,0,,,,1.0,,,1.0,,,5.0,6.0,10.0,4.0,2.0,4.0,1.0,,,,,1999-10-07 20:00:00,6503.0,0.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
419,15,23,0,,,,4.0,,4.0,,,,,,,,,,,,4.0,,,1995-08-13 07:00:00,8023.0,185.0,Verified,248 Low,248.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,,U
