,v001,v002,response,v4,v5,v14,v29,v120,v123,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v172.1
659,10.0,32.0,0,194.0,1.0,209.13,59.0,6.0,5.0,893793600.0,7044.0,1502442753.0,0.0,1502442753.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
660,11.0,39.0,0,3682.2,2.0,3698.2,43.0,2.0,3.0,808297200.0,8034.0,1502444281.0,0.0,1502444281.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,N
661,12.0,25.0,0,4600.0,2.0,4621.4,16.0,3.0,,893793600.0,7044.0,1502464800.0,0.0,1502464800.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
662,12.0,35.0,0,,,,32.0,1.0,11.0,893793600.0,7044.0,1502447722.0,0.0,1502447722.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
663,12.0,52.0,0,2500.0,2.0,2508.2,5.0,1.0,,893793600.0,7044.0,1502450087.0,0.0,1502450087.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
664,13.0,28.0,0,5230.0,2.0,5306.5,10.0,2.0,3.0,808297200.0,8034.0,1474441200.0,323.0,1481229278.0,Verified,224 Low,224.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
665,13.0,47.0,0,1000.0,1.0,1000.0,1.0,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
666,13.0,25.0,0,,,,34.0,,,945889200.0,6441.0,1502451335.0,0.0,1502451334.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
667,13.0,46.0,0,8000.0,1.0,9097.99,74.0,12.0,6.0,,,1502451704.0,0.0,1502451704.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
668,13.0,29.0,0,5000.0,2.0,5024.7,3.0,1.0,,978375600.0,6065.0,1502452809.0,0.0,1502452809.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,dialup,U
669,13.0,42.0,0,6000.0,3.0,6000.0,16.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
670,13.0,29.0,0,1900.0,1.0,1915.5,15.0,2.0,10.0,893793600.0,7044.0,1502464262.0,0.0,1502464261.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
671,14.0,25.0,0,1200.0,2.0,497.01,20.0,4.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
672,14.0,29.0,0,2000.0,1.0,2000.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
673,14.0,21.0,0,,,,3.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
674,14.0,27.0,0,5428.78,3.0,6443.68,17.0,14.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
675,14.0,28.0,0,2500.0,1.0,2726.0,5.0,7.0,4.0,939326400.0,6517.0,1502464975.0,0.0,1502464974.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
676,14.0,26.0,0,,,,8.0,,,893793600.0,7044.0,1502463747.0,0.0,1502463747.0,EmailInexistent,709 Review,709.0,3.0,2.0,11.0,Data Entry Review,4.0,Fraud Score 601 to 799,1.0,1.0,No,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
677,15.0,30.0,0,11658.83,4.0,11922.83,11.0,2.0,7.0,808286400.0,8037.0,1484730853.0,207.0,1484730853.0,Verified,244 Low,244.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
678,15.0,30.0,0,1900.0,2.0,1515.36,6.0,1.0,1.0,893793600.0,7047.0,1502704927.0,0.0,1502704927.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
679,15.0,23.0,0,2400.0,2.0,1548.43,4.0,1.0,3.0,808297200.0,8034.0,1502461105.0,0.0,1502461105.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
680,15.0,67.0,0,500.0,1.0,510.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
681,16.0,40.0,1,3973.79,2.0,4310.15,8.0,1.0,,,,1502462981.0,0.0,1502462980.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
682,16.0,66.0,0,7900.0,3.0,7927.9,10.0,2.0,1.0,939326400.0,6517.0,1502461705.0,0.0,1502461704.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
683,16.0,41.0,0,800.0,1.0,800.0,5.0,2.0,,893793600.0,7044.0,1502463464.0,0.0,1502463464.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,N
684,16.0,37.0,1,2500.0,1.0,2500.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
685,17.0,25.0,1,1200.0,2.0,1210.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
686,17.0,52.0,1,750.0,1.0,390.0,4.0,4.0,,939326400.0,6520.0,1502704931.0,0.0,1502704930.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
687,17.0,21.0,0,1200.0,1.0,1209.9,2.0,,,808286400.0,8037.0,1502704937.0,0.0,1502704937.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
688,17.0,35.0,0,7700.0,3.0,8314.19,3.0,1.0,,893793600.0,7047.0,1502703536.0,0.0,1502703536.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
689,18.0,22.0,1,,,,,,,945889200.0,6441.0,1501847028.0,6.0,1501847028.0,Verified,498 Moderate,498.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
690,18.0,26.0,0,4500.0,2.0,4528.8,11.0,6.0,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
691,19.0,30.0,0,2500.0,1.0,2500.0,1.0,,,939326400.0,6517.0,1502472238.0,0.0,1502472237.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
692,19.0,24.0,0,,,,12.0,,,927619200.0,6655.0,1502704951.0,0.0,1502704951.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
693,20.0,37.0,0,,,,2.0,,1.0,893793600.0,7047.0,1502706193.0,0.0,1502706192.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
694,22.0,31.0,0,2000.0,1.0,2000.0,24.0,,5.0,927619200.0,6653.0,1318084765.0,2134.0,1362085865.0,Verified,090 Very Low,90.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,Y
695,4.0,21.0,1,1425.0,3.0,1428.28,3.0,4.0,1.0,945889200.0,6442.0,1499863382.0,30.0,1499863381.0,Verified,491 Moderate,491.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
696,5.0,42.0,0,,,,6.0,,1.0,1086806103.0,4811.0,1502516080.0,0.0,1502516078.0,Verified,275 Low,275.0,2.0,12.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Low,4.0,510.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
697,7.0,62.0,0,200.0,1.0,200.0,1.0,1.0,1.0,808286400.0,8037.0,1502715020.0,0.0,1502715018.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
698,9.0,68.0,1,2911.48,3.0,3098.81,5.0,7.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
699,9.0,23.0,0,4575.0,3.0,4930.78,15.0,25.0,12.0,835430400.0,7722.0,1502706234.0,0.0,1502706232.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
700,9.0,47.0,0,2800.0,3.0,2500.8,25.0,2.0,7.0,927619200.0,6653.0,1502526607.0,0.0,1502526607.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
701,10.0,34.0,0,400.0,1.0,200.0,3.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
702,11.0,39.0,0,1600.0,1.0,1600.0,1.0,3.0,,808286400.0,8037.0,1502689356.0,0.0,1502689354.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
703,12.0,48.0,1,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
704,12.0,34.0,0,2725.0,3.0,2886.08,4.0,6.0,,945889200.0,6442.0,1497690572.0,55.0,1497690571.0,Verified,485 Moderate,485.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
705,12.0,32.0,0,1500.0,1.0,750.0,40.0,1.0,2.0,808286400.0,8035.0,1502534335.0,0.0,1502534335.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
706,13.0,24.0,0,3300.0,2.0,3310.7,3.0,,,1042830000.0,5320.0,1502538086.0,0.0,1502538086.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
707,15.0,31.0,1,11189.19,1.0,12461.51,5.0,,14.0,939326400.0,6520.0,1479625200.0,266.0,1484398176.0,Verified,284 Low,284.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
708,16.0,21.0,0,11012.29,5.0,11526.96,20.0,4.0,4.0,939326400.0,6518.0,1502550355.0,0.0,1502550355.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
709,16.0,66.0,0,3000.0,1.0,3024.3,28.0,,,808286400.0,8035.0,1502550454.0,0.0,1502550454.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
710,17.0,33.0,0,,,,3.0,,,808286400.0,8035.0,1502551440.0,0.0,1502551440.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
711,18.0,38.0,1,,,,13.0,7.0,3.0,1042830000.0,5320.0,1502555375.0,0.0,1502555375.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
712,19.0,20.0,0,,,,,1.0,,893793600.0,7045.0,1478934000.0,272.0,1486661474.0,Verified,282 Low,282.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
713,20.0,39.0,0,1600.0,3.0,1620.8,70.0,7.0,7.0,893793600.0,7047.0,1502689364.0,0.0,1502689364.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
714,20.0,30.0,0,,,,15.0,1.0,,808286400.0,8037.0,1502689441.0,0.0,1502689439.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
715,20.0,33.0,0,2000.0,2.0,2000.0,3.0,4.0,,808286400.0,8035.0,1498993992.0,40.0,1498993991.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
716,22.0,44.0,0,2592.0,2.0,2748.19,5.0,3.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
717,0.0,40.0,0,2600.0,1.0,2600.0,2.0,,,939326400.0,6519.0,1502603369.0,0.0,1502603368.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
718,9.0,40.0,0,,,,3.0,1.0,2.0,893793600.0,7046.0,1502614184.0,0.0,1502614184.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
719,10.0,43.0,0,3437.14,3.0,3447.94,27.0,1.0,3.0,894870000.0,7034.0,1297896660.0,2369.0,1502613560.0,Verified,087 Very Low,87.0,2.0,14.0,3.0,Lower Fraud Risk,1.0,Fraud Score 1 to 100,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
720,11.0,28.0,0,,,,5.0,1.0,3.0,893793600.0,7046.0,1502618599.0,0.0,1502618599.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
721,13.0,30.0,1,7868.42,3.0,7597.04,4.0,3.0,,893793600.0,7046.0,1502444601.0,1.0,1502444600.0,Verified,499 Moderate,499.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
722,13.0,20.0,0,1500.0,2.0,1520.7,4.0,,,893793600.0,7046.0,1502624854.0,0.0,1502624853.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
723,14.0,36.0,0,3000.0,2.0,2870.2,56.0,3.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
724,14.0,27.0,0,1300.0,1.0,1300.0,7.0,,3.0,893793600.0,7047.0,1502702953.0,0.0,1502702953.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
725,14.0,36.0,0,3084.0,2.0,2651.09,42.0,,3.0,893793600.0,7046.0,1502628963.0,0.0,1502628963.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
726,14.0,20.0,0,4901.95,2.0,4930.75,9.0,17.0,11.0,,,1491816341.0,125.0,1491816340.0,Verified,466 Moderate,466.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
727,16.0,42.0,0,12331.46,5.0,12550.34,34.0,5.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
728,18.0,48.0,0,6500.0,1.0,6553.1,10.0,7.0,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
729,19.0,29.0,0,1000.0,1.0,1000.0,41.0,1.0,7.0,893793600.0,7046.0,1502646125.0,0.0,1502646125.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
730,19.0,60.0,1,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
731,20.0,34.0,0,3238.64,3.0,3060.54,13.0,2.0,4.0,808286400.0,8037.0,1502689418.0,0.0,1502689417.0,Verified,500 Moderate,500.0,2.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
732,21.0,25.0,0,,,,7.0,,,893793600.0,7047.0,1502707864.0,0.0,1502707864.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
733,22.0,58.0,0,5674.16,3.0,6081.96,23.0,12.0,10.0,893793600.0,7049.0,1486388830.0,190.0,1486388830.0,Verified,297 Low,297.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
734,22.0,31.0,0,12465.03,6.0,13708.48,25.0,7.0,9.0,893793600.0,7047.0,1502689411.0,0.0,1502689411.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
735,23.0,42.0,0,1713.23,3.0,1735.18,9.0,6.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
736,2.0,23.0,0,800.0,1.0,800.0,2.0,5.0,21.0,945889200.0,6447.0,1480316400.0,261.0,1481975261.0,Verified,284 Low,284.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
737,4.0,20.0,1,1300.0,2.0,1330.42,5.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
738,7.0,35.0,0,3772.55,1.0,3200.0,4.0,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
739,8.0,37.0,0,,,,18.0,2.0,2.0,,,1502691591.0,0.0,1502691590.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
740,8.0,53.0,0,,,,2.0,1.0,2.0,945889200.0,6444.0,1502695316.0,0.0,1502695315.0,EmailInexistent,709 Review,709.0,3.0,2.0,11.0,Data Entry Review,4.0,Fraud Score 601 to 799,1.0,1.0,No,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
741,8.0,27.0,0,4400.0,2.0,4555.79,13.0,,4.0,945889200.0,6444.0,1502694967.0,0.0,1502694967.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wifi,U
742,9.0,37.0,0,4820.0,2.0,5044.84,12.0,13.0,14.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
743,9.0,28.0,1,1600.0,1.0,1600.0,2.0,2.0,,939326400.0,6520.0,1500297185.0,27.0,1500297184.0,Verified,492 Moderate,492.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
744,9.0,23.0,1,1300.0,1.0,1300.0,2.0,1.0,,893793600.0,7047.0,1502615929.0,0.0,1502615929.0,Verified,500 Moderate,500.0,2.0,28.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,2.0,2.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
745,9.0,24.0,1,1100.0,1.0,1107.3,4.0,6.0,17.0,808286400.0,8037.0,1467850246.0,402.0,1486661917.0,Verified,210 Low,210.0,2.0,14.0,3.0,Lower Fraud Risk,2.0,Fraud Score 101 to 300,1.0,1.0,Yes,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,mobile,U
746,9.0,39.0,0,2000.0,1.0,2013.9,19.0,,,835430400.0,7724.0,1502874216.0,0.0,1502874214.0,ValidDomain,500 Moderate,500.0,4.0,8.0,4.0,Moderate Fraud Risk,3.0,Fraud Score 301 to 600,1.0,1.0,Not Sure,Yes,Moderate,3.0,508.0,3.0,Moderate,311.0,Moderate By Proxy Reputation And Country Code,Good,No,wired,U
