,v001,v002,response,v4,v5,v14,v24,v25,v28,v29,v33,v34,v37,v120,v123,v173,v174,v175,v176,v177,v178,v179,v180,v181,v182,v183,v184,v185,v186,v191,v192,v193,v194,v195,v196,v197,v198,v199,v200,v201,v202,v203,v204,v172.1
692,19,24,0,,,,,4450,1600,12.0,,7.0,1.0,,,1999-05-25 08:00:00,6655.0,2017-08-14 10:02:31,0.0,2017-08-14 10:02:31,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
693,20,37,0,,,,,,2000,2.0,,,1.0,,1.0,1998-04-28 20:00:00,7047.0,2017-08-14 10:23:13,0.0,2017-08-14 10:23:12,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
694,22,31,0,2000,1.0,2000,,13800,8400,24.0,,11.0,6.0,,5.0,1999-05-25 08:00:00,6653.0,2011-10-08 14:39:25,2134.0,2013-02-28 21:11:05,verified,090 very low,90.0,2.0,14.0,3.0,lower fraud risk,1.0,fraud score 1 to 100,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,y
695,4,21,1,1425,3.0,1428.28,800,,,3.0,1.0,,,4.0,1.0,1999-12-22 19:00:00,6442.0,2017-07-12 12:43:02,30.0,2017-07-12 12:43:01,verified,491 moderate,491.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
696,5,42,0,,,,300,2900,3000,6.0,1.0,3.0,1.0,,1.0,2004-06-09 18:35:03,4811.0,2017-08-12 05:34:40,0.0,2017-08-12 05:34:38,verified,275 low,275.0,2.0,12.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,low,4.0,510.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
697,7,62,0,200,1.0,200,,,,1.0,,,,1.0,1.0,1995-08-13 04:00:00,8037.0,2017-08-14 12:50:20,0.0,2017-08-14 12:50:18,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
699,9,23,0,4575,3.0,4930.78,8575,,1000,15.0,10.0,,2.0,25.0,12.0,1996-06-22 08:00:00,7722.0,2017-08-14 10:23:54,0.0,2017-08-14 10:23:52,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
700,9,47,0,2800,3.0,2500.8,3100,3850,4900,25.0,2.0,6.0,7.0,2.0,7.0,1999-05-25 08:00:00,6653.0,2017-08-12 08:30:07,0.0,2017-08-12 08:30:07,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
702,11,39,0,1600,1.0,1600,,,,1.0,,,,3.0,,1995-08-13 04:00:00,8037.0,2017-08-14 05:42:36,0.0,2017-08-14 05:42:34,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
704,12,34,0,2725,3.0,2886.08,2350,,,4.0,3.0,,,6.0,,1999-12-22 19:00:00,6442.0,2017-06-17 09:09:32,55.0,2017-06-17 09:09:31,verified,485 moderate,485.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
705,12,32,0,1500,1.0,750,4100,33150,13800,40.0,3.0,21.0,7.0,1.0,2.0,1995-08-13 04:00:00,8035.0,2017-08-12 10:38:55,0.0,2017-08-12 10:38:55,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
707,15,31,1,11189.19,1.0,12461.51,11189.19,,500,5.0,1.0,,1.0,,14.0,1999-10-07 20:00:00,6520.0,2016-11-20 07:00:00,266.0,2017-01-14 12:49:36,verified,284 low,284.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
708,16,21,0,11012.29,5.0,11526.96,11912.29,150,11201,20.0,5.0,1.0,6.0,4.0,4.0,1999-10-07 20:00:00,6518.0,2017-08-12 15:05:55,0.0,2017-08-12 15:05:55,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
709,16,66,0,3000,1.0,3024.3,3000,28948.7,7200,28.0,1.0,19.0,3.0,,,1995-08-13 04:00:00,8035.0,2017-08-12 15:07:34,0.0,2017-08-12 15:07:34,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
711,18,38,1,,,,,26860,5000,13.0,,12.0,1.0,7.0,3.0,2003-01-17 19:00:00,5320.0,2017-08-12 16:29:35,0.0,2017-08-12 16:29:35,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
713,20,39,0,1600,3.0,1620.8,3600,45807.3,1470,70.0,9.0,48.0,7.0,7.0,7.0,1998-04-28 20:00:00,7047.0,2017-08-14 05:42:44,0.0,2017-08-14 05:42:44,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
715,20,33,0,2000,2.0,2000,1000,,,3.0,1.0,,,4.0,,1995-08-13 04:00:00,8035.0,2017-07-02 11:13:12,40.0,2017-07-02 11:13:11,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
717,0,40,0,2600,1.0,2600,2500,,,2.0,1.0,,,,,1999-10-07 20:00:00,6519.0,2017-08-13 05:49:29,0.0,2017-08-13 05:49:28,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
718,9,40,0,,,,1000,700,,3.0,1.0,1.0,,1.0,2.0,1998-04-28 20:00:00,7046.0,2017-08-13 08:49:44,0.0,2017-08-13 08:49:44,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
719,10,43,0,3437.14,3.0,3447.94,2500,23350,8050,27.0,1.0,18.0,2.0,1.0,3.0,1998-05-11 07:00:00,7034.0,2011-02-16 22:51:00,2369.0,2017-08-13 08:39:20,verified,087 very low,87.0,2.0,14.0,3.0,lower fraud risk,1.0,fraud score 1 to 100,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
721,13,30,1,7868.42,3.0,7597.04,5868.42,,1600,4.0,2.0,,1.0,3.0,,1998-04-28 20:00:00,7046.0,2017-08-11 09:43:21,1.0,2017-08-11 09:43:20,verified,499 moderate,499.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,2.0,2.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
722,13,20,0,1500,2.0,1520.7,1000,,,4.0,1.0,,,,,1998-04-28 20:00:00,7046.0,2017-08-13 11:47:34,0.0,2017-08-13 11:47:33,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
724,14,27,0,1300,1.0,1300,,1100,2850,7.0,,1.0,3.0,,3.0,1998-04-28 20:00:00,7047.0,2017-08-14 09:29:13,0.0,2017-08-14 09:29:13,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
725,14,36,0,3084,2.0,2651.09,1300,32720,8530.83,42.0,1.0,31.0,5.0,,3.0,1998-04-28 20:00:00,7046.0,2017-08-13 12:56:03,0.0,2017-08-13 12:56:03,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
726,14,20,0,4901.95,2.0,4930.75,4401.95,,7238.23,9.0,2.0,,5.0,17.0,11.0,,,2017-04-10 09:25:41,125.0,2017-04-10 09:25:40,verified,466 moderate,466.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
729,19,29,0,1000,1.0,1000,100,4291,1201,41.0,1.0,20.0,5.0,1.0,7.0,1998-04-28 20:00:00,7046.0,2017-08-13 17:42:05,0.0,2017-08-13 17:42:05,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
731,20,34,0,3238.64,3.0,3060.54,4222.98,,8484.34,13.0,4.0,,6.0,2.0,4.0,1995-08-13 04:00:00,8037.0,2017-08-14 05:43:38,0.0,2017-08-14 05:43:37,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
732,21,25,0,,,,,2850,,7.0,,6.0,,,,1998-04-28 20:00:00,7047.0,2017-08-14 10:51:04,0.0,2017-08-14 10:51:04,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
733,22,58,0,5674.16,3.0,6081.96,2548.97,3250,2804.22,23.0,4.0,7.0,4.0,12.0,10.0,1998-04-28 20:00:00,7049.0,2017-02-06 13:47:10,190.0,2017-02-06 13:47:10,verified,297 low,297.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
734,22,31,0,12465.03,6.0,13708.48,6157.52,,10860,25.0,3.0,,5.0,7.0,9.0,1998-04-28 20:00:00,7047.0,2017-08-14 05:43:31,0.0,2017-08-14 05:43:31,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
736,2,23,0,800,1.0,800,,,,2.0,,,,5.0,21.0,1999-12-22 19:00:00,6447.0,2016-11-28 07:00:00,261.0,2016-12-17 11:47:41,verified,284 low,284.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
739,8,37,0,,,,5410.64,10461.5,2500,18.0,3.0,8.0,2.0,2.0,2.0,,,2017-08-14 06:19:51,0.0,2017-08-14 06:19:50,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
740,8,53,0,,,,,300,,2.0,,1.0,,1.0,2.0,1999-12-22 19:00:00,6444.0,2017-08-14 07:21:56,0.0,2017-08-14 07:21:55,emailinexistent,709 review,709.0,3.0,2.0,11.0,data entry review,4.0,fraud score 601 to 799,1.0,1.0,no,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
741,8,27,0,4400,2.0,4555.79,3500,4900,13703.71,13.0,1.0,3.0,5.0,,4.0,1999-12-22 19:00:00,6444.0,2017-08-14 07:16:07,0.0,2017-08-14 07:16:07,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
743,9,28,1,1600,1.0,1600,1600,700,,2.0,1.0,1.0,,2.0,,1999-10-07 20:00:00,6520.0,2017-07-17 13:13:05,27.0,2017-07-17 13:13:04,verified,492 moderate,492.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
744,9,23,1,1300,1.0,1300,1000,,,2.0,1.0,,,1.0,,1998-04-28 20:00:00,7047.0,2017-08-13 09:18:49,0.0,2017-08-13 09:18:49,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,2.0,2.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
745,9,24,1,1100,1.0,1107.3,1100,,,4.0,1.0,,,6.0,17.0,1995-08-13 04:00:00,8037.0,2016-07-07 00:10:46,402.0,2017-02-09 17:38:37,verified,210 low,210.0,2.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
746,9,39,0,2000,1.0,2013.9,2000,25950,2150,19.0,1.0,14.0,1.0,,,1996-06-22 08:00:00,7724.0,2017-08-16 09:03:36,0.0,2017-08-16 09:03:34,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
747,10,68,1,2695.35,2.0,2498.21,2445.35,1400,,3.0,1.0,1.0,,2.0,,1998-04-28 20:00:00,7047.0,2017-08-14 10:49:49,0.0,2017-08-14 10:49:49,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
748,10,60,1,11643.5,4.0,11929.37,10143.5,,,4.0,3.0,,,3.0,,1999-05-25 08:00:00,6655.0,2017-08-14 08:59:19,0.0,2017-08-14 08:59:19,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
749,10,60,0,100,1.0,100.4,,5450,500,19.0,,13.0,1.0,2.0,1.0,1995-08-13 04:00:00,8037.0,2017-08-14 12:50:18,0.0,2017-08-14 12:50:16,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
750,10,44,0,11612.18,3.0,10977.77,9212.18,103960.51,3400,40.0,2.0,35.0,2.0,2.0,4.0,1999-09-13 07:00:00,6545.0,2012-10-01 07:00:00,1777.0,2015-04-08 15:54:55,verified,095 very low,95.0,2.0,14.0,3.0,lower fraud risk,1.0,fraud score 1 to 100,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
751,10,59,1,2700,2.0,2742.86,2700,,,2.0,2.0,,,4.0,,1995-08-13 04:00:00,8037.0,2017-07-17 14:39:25,27.0,2017-07-17 14:39:24,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,2.0,2.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
754,10,26,0,2700,2.0,2700,1200,,2500,4.0,1.0,,2.0,1.0,2.0,1995-08-13 04:00:00,8037.0,2017-08-14 09:22:39,0.0,2017-08-14 09:22:37,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
755,10,20,0,1500,1.0,1512.3,2600,,1900,6.0,2.0,,2.0,1.0,2.0,1998-04-28 20:00:00,7047.0,2017-08-14 09:22:01,0.0,2017-08-14 09:22:00,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
757,11,41,0,10428.49,2.0,10124.86,4500,11570,10860,16.0,1.0,9.0,2.0,,2.0,1999-10-07 20:00:00,6520.0,2017-08-14 10:05:04,0.0,2017-08-14 10:05:04,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
759,11,28,0,,,,800,36150,3900,28.0,3.0,17.0,2.0,5.0,4.0,1995-08-13 04:00:00,8037.0,2017-08-14 10:01:32,0.0,2017-08-14 10:01:31,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
766,12,35,0,13991.77,5.0,15018.12,14395.3,4450,12718.04,35.0,7.0,9.0,9.0,9.0,9.0,2003-01-17 19:00:00,5322.0,2017-06-16 16:56:14,58.0,2017-06-16 16:56:14,verified,484 moderate,484.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
767,12,23,1,5900,3.0,5817.1,2000,1450,5965,12.0,1.0,3.0,4.0,,6.0,1995-08-13 04:00:00,8037.0,2017-08-14 12:21:06,0.0,2017-08-14 12:21:06,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
768,12,49,0,1000,1.0,1000,1500,8850,450,20.0,2.0,14.0,1.0,2.0,,,,2016-11-17 07:00:00,270.0,2017-02-09 17:38:44,validdomain,283 low,283.0,4.0,14.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
771,13,47,0,2500,1.0,2500,4000,,960,3.0,2.0,,1.0,1.0,1.0,1995-08-13 04:00:00,8037.0,2017-08-14 13:28:37,0.0,2017-08-14 13:28:36,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
773,13,73,0,6000,2.0,5553.8,7020,45400,1800,55.0,4.0,41.0,3.0,4.0,3.0,1998-04-28 20:00:00,7047.0,2017-08-14 14:49:36,0.0,2017-08-14 14:49:36,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
775,14,26,0,2100,2.0,2100,3000,,2500,5.0,2.0,,2.0,2.0,2.0,2003-01-17 19:00:00,5322.0,2012-07-07 16:35:31,1863.0,2012-07-07 16:35:31,verified,094 very low,94.0,2.0,14.0,3.0,lower fraud risk,1.0,fraud score 1 to 100,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
776,14,34,1,7758.09,2.0,6420.18,,18683.06,300,23.0,,18.0,1.0,,1.0,2001-01-01 19:00:00,6068.0,2017-08-14 13:09:03,0.0,2017-08-14 13:09:03,verified,275 low,275.0,2.0,12.0,3.0,lower fraud risk,2.0,fraud score 101 to 300,1.0,1.0,yes,yes,low,4.0,510.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
778,14,24,0,160,1.0,186.88,500,22200,2160,33.0,1.0,19.0,2.0,1.0,10.0,1995-08-13 04:00:00,8037.0,2017-08-14 13:09:20,0.0,2017-08-14 13:09:18,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
780,15,20,1,3000,2.0,3000,800,,,3.0,1.0,,,,,1995-08-13 04:00:00,8037.0,2017-08-14 13:27:51,0.0,2017-08-14 13:27:50,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
782,15,27,0,320,1.0,330,320,,,1.0,1.0,,,1.0,,1995-08-13 04:00:00,8037.0,2017-08-14 13:54:57,0.0,2017-08-14 13:54:56,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
783,15,20,0,1150,2.0,1163.5,,,1000,2.0,,,1.0,1.0,,1995-08-13 04:00:00,8037.0,2017-08-08 06:26:13,5.0,2017-08-08 06:26:13,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,2.0,2.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wired,u
786,16,24,0,759.32,1.0,759.32,1518.64,,400,5.0,2.0,,2.0,3.0,1.0,1996-06-22 08:00:00,7722.0,2017-08-14 14:59:43,0.0,2017-08-14 14:59:43,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
787,16,36,0,2000,1.0,2440,1000,1350,,4.0,1.0,2.0,,1.0,1.0,1998-04-28 20:00:00,7047.0,2017-08-14 14:55:24,0.0,2017-08-14 14:55:24,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
788,16,28,0,,,,,,3600,2.0,,,2.0,3.0,6.0,1995-08-13 04:00:00,8037.0,2017-08-14 14:57:32,0.0,2017-08-14 14:57:32,verified,500 moderate,500.0,2.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
789,16,35,0,,,,,1300,,5.0,,3.0,,1.0,,2001-01-01 19:00:00,6068.0,2017-08-14 14:59:48,0.0,2017-08-14 14:59:46,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,low,4.0,510.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
790,17,39,0,100,1.0,100.8,700,2800,1150,11.0,2.0,2.0,3.0,2.0,4.0,1996-06-22 08:00:00,7724.0,2012-01-03 06:23:43,2051.0,2012-01-03 06:23:43,verified,091 very low,91.0,2.0,14.0,3.0,lower fraud risk,1.0,fraud score 1 to 100,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,mobile,u
791,17,22,0,5886,4.0,6859.19,6086,,3490,15.0,6.0,,7.0,2.0,7.0,1996-06-22 08:00:00,7722.0,2017-08-14 16:15:06,0.0,2017-08-14 16:15:06,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
794,18,59,0,3000,3.0,3000,,300,500,5.0,,1.0,1.0,,,1996-06-22 08:00:00,7722.0,2017-07-29 17:55:16,15.0,2017-07-29 17:55:16,validdomain,500 moderate,500.0,4.0,8.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,not sure,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
795,19,22,0,4800,2.0,3904.87,200,13550,7250,33.0,2.0,21.0,5.0,,2.0,1998-04-28 20:00:00,7049.0,2017-08-16 06:00:33,0.0,2017-08-16 06:00:32,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
796,19,22,0,300,2.0,300,,250,,3.0,,1.0,,,,1999-10-07 20:00:00,6520.0,2017-08-10 18:15:42,3.0,2017-08-10 18:15:41,verified,499 moderate,499.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,2.0,2.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
797,23,26,0,1700,2.0,2043.56,3806.44,,400,8.0,4.0,,2.0,7.0,5.0,2003-01-17 19:00:00,5323.0,2017-08-15 13:41:22,0.0,2017-08-15 13:41:22,verified,500 moderate,500.0,2.0,28.0,4.0,moderate fraud risk,3.0,fraud score 301 to 600,1.0,1.0,yes,yes,moderate,3.0,508.0,3.0,moderate,311.0,moderate by proxy reputation and country code,good,no,wifi,u
